angle_index,angle_rad,median,q25,q75,p05,p95,mean,n_rows,family,seed,checkpoint_sha256,stride,grid,statistic
122,-0.14726214110851288,2.9572919607162476,2.106397032737732,3.7627885341644287,1.1621688842773437,4.919247817993164,2.993300060329407,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
123,-0.1227184608578682,2.791187882423401,2.051584482192993,3.401040196418762,1.1395443975925446,4.350495958328247,2.772597287019922,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
124,-0.09817477315664291,2.619541883468628,1.9919504225254059,3.069339394569397,1.1261563777923584,3.808669495582581,2.5588282578359185,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
125,-0.07363108545541763,2.444222927093506,1.926518976688385,2.776721477508545,1.11813423037529,3.367400622367859,2.3656869859786496,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
126,-0.04908738657832146,2.2692233324050903,1.872881144285202,2.5359111428260803,1.1144159317016602,3.1280552029609683,2.208373274768668,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
127,-0.02454369142651558,2.13822865486145,1.836787760257721,2.3344979882240295,1.108963131904602,3.023811709880829,2.1020519414802807,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
128,0.0,2.095463275909424,1.8107896447181702,2.217957615852356,1.1049499452114104,3.001517486572266,2.0598530915641673,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
129,0.02454369142651558,2.1356712579727173,1.811236023902893,2.300080180168152,1.0891905784606934,3.0606812000274664,2.0878341468489143,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
130,0.04908738657832146,2.2639063596725464,1.8408752083778381,2.463255286216736,1.0675626695156097,3.1684710383415227,2.1812287691128613,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
131,0.07363108545541763,2.45396089553833,1.895306408405304,2.707825541496277,1.0550978660583497,3.3167334437370304,2.3276377793487715,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
132,0.09817477315664291,2.6728090047836304,1.968772292137146,3.007286548614502,1.0693855464458466,3.6060091257095337,2.512631367507425,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
133,0.1227184608578682,2.896051526069641,2.0485522150993347,3.327560842037201,1.1225631713867188,4.0187153816223145,2.7219157921536654,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
134,0.14726214110851288,3.102331757545471,2.128509759902954,3.6569036841392517,1.187916499376297,4.490649700164795,2.9415019511738447,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
135,0.17180585861206055,3.2806589603424072,2.195202887058258,3.9883806705474854,1.2568583846092225,4.9691877365112305,3.158124265499344,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
136,0.19634956121444702,3.4615843296051025,2.2622169256210327,4.304561138153076,1.3143042623996735,5.417250680923462,3.359593111694687,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
137,0.2208932340145111,3.643757462501526,2.28598952293396,4.586974620819092,1.3402294576168061,5.81155128479004,3.5350594501728536,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
138,0.24543693661689758,3.7778384685516357,2.2604944705963135,4.819685339927673,1.3278675556182862,6.141000938415528,3.6754807547190125,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
139,0.26998063921928406,3.874745011329651,2.243167519569397,4.996224403381348,1.2667961895465851,6.394636654853821,3.7744690837141954,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
140,0.29452431201934814,3.9305639266967773,2.294096529483795,5.106465697288513,1.1590164124965667,6.560586023330688,3.8293788846740844,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
141,0.319068044424057,3.93790340423584,2.342670977115631,5.155248999595642,1.028864425420761,6.63781831264496,3.842384867426008,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
142,0.3436117172241211,3.918699622154236,2.3714054226875305,5.144852876663208,0.9153550058603287,6.649058079719544,3.8214252605675547,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
143,0.3681553900241852,3.876020073890686,2.3660624027252197,5.088772654533386,0.851763379573822,6.597322821617127,3.7801071626679215,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
144,0.39269912242889404,3.834170937538147,2.3348731994628906,5.014217734336853,0.8844188153743744,6.495470309257508,3.735584314097133,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
145,0.41724279522895813,3.8330918550491333,2.292593538761139,4.949007511138916,0.9607348501682281,6.364617657661438,3.7063920183162447,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
146,0.4417864680290222,3.891568899154663,2.2628979682922363,4.954466819763184,1.0546092867851258,6.227129530906677,3.7114596303876626,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
147,0.4663301706314087,4.033106327056885,2.2573506236076355,5.035003662109375,1.1462900698184968,6.117410492897034,3.7672143773437927,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
148,0.49087387323379517,4.328143835067749,2.2768861651420593,5.188852429389954,1.229689359664917,6.097402977943421,3.884144367052725,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
149,0.5154175758361816,4.689320802688599,2.3784862756729126,5.433538198471069,1.2932158529758453,6.2378950357437155,4.064347670074828,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
150,0.5399612784385681,4.946116209030151,2.5482765436172485,5.793715953826904,1.3375499069690704,6.604492783546448,4.300140348574216,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
151,0.564504861831665,5.215181827545166,2.7506341338157654,6.265516757965088,1.3635965704917907,7.0689157247543335,4.57526941075921,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
152,0.5890486240386963,5.516073226928711,2.941305637359619,6.756972432136536,1.3880691647529602,7.545974755287171,4.868367812362396,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
153,0.6135923266410828,5.839123249053955,3.110663414001465,7.201029658317566,1.4241704523563385,7.99406373500824,5.156366580805431,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
154,0.6381360292434692,6.152491331100464,3.251965820789337,7.57230269908905,1.4818060755729676,8.379739665985108,5.4169233291547885,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
155,0.6626797318458557,6.4346022605896,3.372387945652008,7.854481935501099,1.5633176147937775,8.673820304870606,5.630087906011829,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
156,0.6872234344482422,6.646673202514648,3.459210157394409,8.028700828552246,1.648544144630432,8.849318838119506,5.779531482885833,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
157,0.7117671370506287,6.764516353607178,3.50156968832016,8.090157985687256,1.7262200832366943,8.902919244766236,5.85376514400321,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
158,0.7363107800483704,6.772854566574097,3.520950675010681,8.030700206756592,1.7757007360458374,8.833222723007204,5.847331697119883,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
159,0.7608544826507568,6.669065237045288,3.5159780383110046,7.852271199226379,1.791218775510788,8.651940441131591,5.7618231188974995,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
160,0.7853981852531433,6.4744884967803955,3.50343781709671,7.557334780693054,1.7639747440814972,8.378164434432984,5.606791384638184,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
161,0.8099419474601746,6.202699184417725,3.491219460964203,7.178926348686218,1.6778318464756012,8.068388986587525,5.400465024306818,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
162,0.834485650062561,5.891041040420532,3.490001380443573,6.75275444984436,1.585512489080429,7.75431444644928,5.169586431700046,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
163,0.8590293526649475,5.5779502391815186,3.503407895565033,6.316234707832336,1.5179617702960968,7.432679843902588,4.947292035629076,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
164,0.8835729360580444,5.321054697036743,3.5262835025787354,5.939730763435364,1.4884858131408691,7.165534973144531,4.769291475232414,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
165,0.9081166982650757,5.141547203063965,3.565426826477051,5.7016565799713135,1.4884521186351776,6.980852389335633,4.669305846311014,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
166,0.9326603412628174,5.091292858123779,3.6278905868530273,5.648061394691467,1.5627879619598388,7.012487888336182,4.672299478287222,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
167,0.9572041034698486,5.1700522899627686,3.686840832233429,5.78613543510437,1.651550328731537,7.221773719787598,4.786073294264713,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
168,0.9817478060722351,5.378227949142456,3.769885241985321,6.0636643171310425,1.7189055442810057,7.612106680870057,4.997397886889262,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
169,1.006291389465332,5.677180290222168,3.8610039353370667,6.4176411628723145,1.843241238594055,8.137971925735474,5.27665474795012,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
170,1.0308351516723633,6.012772798538208,3.942063271999359,6.813654184341431,1.991908073425293,8.727345752716065,5.587064843077075,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
171,1.0553789138793945,6.342418670654297,4.051651835441589,7.206992149353027,2.1425837516784667,9.282802104949953,5.89259199841017,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
172,1.0799225568771362,6.638234376907349,4.149669766426086,7.554290175437927,2.2978260040283205,9.76797833442688,6.162506858691297,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
173,1.104466199874878,6.868533134460449,4.233009934425354,7.827475547790527,2.431641697883606,10.176910972595216,6.373203492468154,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
174,1.1290098428726196,7.014296770095825,4.277012586593628,8.004160404205322,2.5217313170433044,10.45981478691101,6.50858183182776,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
175,1.1535536050796509,7.065579652786255,4.2949607372283936,8.06796407699585,2.5536134958267214,10.605996274948122,6.559759297580631,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
176,1.1780972480773926,7.012586355209351,4.269405722618103,8.024720191955566,2.5225693702697756,10.59273796081543,6.52474592961095,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
177,1.2026410102844238,6.859682083129883,4.218878269195557,7.868804574012756,2.431821417808533,10.413430070877075,6.408206679088374,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
178,1.2271846532821655,6.621280193328857,4.148880958557129,7.624979734420776,2.3310222387313844,10.106240987777712,6.22127776587037,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
179,1.2517284154891968,6.310547828674316,4.086336612701416,7.309483051300049,2.256234180927277,9.663162660598756,5.981008792122205,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
180,1.2762720584869385,5.948070764541626,4.016935467720032,6.948622345924377,2.2077556371688845,9.13726453781128,5.708790670129712,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
181,1.3008158206939697,5.57941198348999,3.966194212436676,6.586008906364441,2.1373841762542725,8.597594261169434,5.4281110370462695,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
182,1.3253594636917114,5.2221291065216064,3.927867889404297,6.28937041759491,2.0484413266181947,8.101677894592285,5.163098143995912,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
183,1.3499031066894531,4.876478433609009,3.9478710293769836,6.082792520523071,1.9514986157417298,7.76118257045746,4.9377881168201565,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
184,1.3744468688964844,4.5910022258758545,3.8258184790611267,5.905003786087036,1.9000551760196687,7.659916400909424,4.774428176388007,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
185,1.398990511894226,4.370982885360718,3.6890540719032288,5.818606376647949,1.8772741734981537,7.815399718284609,4.689880734865588,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
186,1.4235341548919678,4.267785310745239,3.5981054306030273,5.83513617515564,1.8613263547420502,8.142479276657104,4.691073117938444,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
187,1.448077917098999,4.265656232833862,3.570253074169159,5.935530304908752,1.8678975224494934,8.538997650146486,4.77189653818875,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
188,1.4726215600967407,4.3431172370910645,3.599163830280304,6.126356840133667,1.9198917388916015,8.997976303100586,4.914152662334619,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
189,1.497165322303772,4.472738742828369,3.664746403694153,6.380619645118713,2.002464699745178,9.439443016052248,5.092630536957747,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
190,1.5217089653015137,4.639871835708618,3.753225028514862,6.661903500556946,2.098474681377411,9.80897397994995,5.281339829242616,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
191,1.546252727508545,4.822277784347534,3.8494929671287537,6.929738521575928,2.1850191354751587,10.097229146957398,5.457781813387518,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
192,1.5707963705062866,4.995530366897583,3.9298782348632812,7.161330223083496,2.2400413393974303,10.287270641326904,5.604604369513691,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
193,1.5953400135040283,5.150357723236084,3.9833717346191406,7.331751108169556,2.2629719614982604,10.378665018081666,5.709678766574297,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
194,1.6198837757110596,5.269036293029785,4.008973002433777,7.436408519744873,2.2597838640213013,10.368205451965332,5.7656012062286885,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
195,1.6444274187088013,5.343853235244751,3.990162491798401,7.4345221519470215,2.225139307975769,10.248082780838015,5.769088763416641,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
196,1.6689711809158325,5.3685526847839355,3.9575257897377014,7.332454323768616,2.165624225139618,10.035356521606445,5.720433550732279,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
197,1.6935148239135742,5.33884334564209,3.9297505617141724,7.142554402351379,2.089611458778381,9.724919605255128,5.622933462481532,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
198,1.7180585861206055,5.2557666301727295,3.9220287799835205,6.893845200538635,2.0064653396606444,9.334558391571045,5.482292113472466,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
199,1.7426022291183472,5.123580455780029,3.9398754239082336,6.58909273147583,1.9165340185165405,8.850795030593872,5.305901769859095,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
200,1.7671458721160889,4.956157684326172,3.969127058982849,6.234355211257935,1.845034098625183,8.29755792617798,5.102305432011684,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
201,1.7916896343231201,4.770470380783081,4.002841472625732,5.864882469177246,1.7798219263553618,7.69531900882721,4.880861673117788,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
