model,duplex,split,cm,ds,ms,noise_type,snr,h1,h2,h3,h4,nmse_mean,source
MODEL,TDD,generalization,B,5e-08,39.0,vanilla,25.0,0.6820042,1.0056485,1.1865517,1.2405784,1.0286957,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,5e-08,42.0,vanilla,0.0,0.8052749,1.0695058,1.2636472,1.3146989,1.1132817,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,5e-08,42.0,vanilla,5.0,0.75404966,1.0131758,1.2011242,1.2620225,1.05759304,MODEL\TDD\generalization\slice_3\20260225_150817\result.csv
MODEL,TDD,generalization,B,5e-08,42.0,vanilla,10.0,0.73758715,1.0075297,1.1904247,1.2324269,1.0419921125,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,5e-08,42.0,vanilla,15.0,0.73450124,1.0057617,1.1931536,1.2366999,1.04252911,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,5e-08,42.0,vanilla,20.0,0.7344383,1.0086654,1.190626,1.2361746,1.042476075,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,5e-08,42.0,vanilla,25.0,0.7356274,1.0081509,1.1922863,1.2339406,1.0425013,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,5e-08,45.0,vanilla,0.0,0.81679046,1.1013863,1.2682014,1.3768206,1.14079969,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,5e-08,45.0,vanilla,5.0,0.7726489,1.0558933,1.2200134,1.2994089,1.086991125,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,5e-08,45.0,vanilla,10.0,0.752137,1.0363758,1.2043777,1.2637177,1.06415205,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,5e-08,45.0,vanilla,15.0,0.7466576,1.021648,1.2056049,1.2557329,1.05741085,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,5e-08,45.0,vanilla,20.0,0.74142766,1.0204227,1.1983843,1.2470028,1.051809365,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,5e-08,45.0,vanilla,25.0,0.7416802,1.0176526,1.1999345,1.2438443,1.0507779,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,1.0,vanilla,0.0,0.02168457,0.02563082,0.03062677,0.03808683,0.0290072475,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,1.0,vanilla,5.0,0.01147366,0.01344108,0.01633926,0.02106334,0.015579335,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,1.0,vanilla,10.0,0.00807598,0.00927636,0.01115287,0.0146125,0.010779427500000001,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,1.0,vanilla,15.0,0.00689283,0.00765126,0.00901742,0.01184316,0.0088511675,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,1.0,vanilla,20.0,0.00649204,0.00706383,0.00817464,0.01069352,0.0081060075,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,1.0,vanilla,25.0,0.00636611,0.00680715,0.00781293,0.01020099,0.007796795,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,3.0,vanilla,0.0,0.03457771,0.05459254,0.08445041,0.12248917,0.0740274575,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,3.0,vanilla,5.0,0.01931998,0.03191543,0.0520739,0.08179387,0.046275795,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,3.0,vanilla,10.0,0.01266631,0.02077091,0.03532279,0.05914718,0.0319767975,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,3.0,vanilla,15.0,0.01024294,0.01590132,0.02768087,0.04851894,0.025586017500000002,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,3.0,vanilla,20.0,0.00935593,0.01384631,0.02432549,0.04381457,0.022835575,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,3.0,vanilla,25.0,0.00910291,0.01305105,0.02300403,0.04193163,0.021772405,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,6.0,vanilla,0.0,0.05836236,0.1148078,0.1992041,0.3121324,0.17112666499999998,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,6.0,vanilla,5.0,0.03297255,0.07146806,0.13724811,0.23047006,0.118039695,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,6.0,vanilla,10.0,0.02195488,0.05087749,0.10763413,0.19637907,0.09421139249999999,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,6.0,vanilla,15.0,0.01705022,0.03955581,0.0904061,0.17368983,0.08017549,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,6.0,vanilla,20.0,0.01507977,0.03491935,0.08364061,0.16493456,0.0746435725,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,6.0,vanilla,25.0,0.01441901,0.03307777,0.0804552,0.16092196,0.072218485,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,9.0,vanilla,0.0,0.08559761,0.19553696,0.3539756,0.50818926,0.2858248575,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,9.0,vanilla,5.0,0.05210798,0.14083141,0.28732976,0.44010785,0.23009425,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,9.0,vanilla,10.0,0.03560697,0.10818751,0.24121255,0.38686717,0.19296855,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,9.0,vanilla,15.0,0.02909145,0.09369032,0.22051874,0.36611772,0.17735455749999998,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,9.0,vanilla,20.0,0.02617614,0.08736242,0.21296495,0.35766712,0.1710426575,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,9.0,vanilla,25.0,0.02545722,0.0850608,0.20957877,0.35368392,0.1684451775,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,10.0,vanilla,0.0,0.0878125,0.20268884,0.35387194,0.50225115,0.2866561075,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,10.0,vanilla,5.0,0.05351587,0.14817542,0.28852275,0.4317011,0.230478785,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,10.0,vanilla,10.0,0.03806488,0.12098858,0.25629443,0.39313874,0.2021216575,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,10.0,vanilla,15.0,0.03198615,0.10749206,0.23908995,0.377438,0.18900154,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,10.0,vanilla,20.0,0.029493,0.10327798,0.23419212,0.3725439,0.18487675,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,10.0,vanilla,25.0,0.02873302,0.10087644,0.23186481,0.3695404,0.1827536675,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,12.0,vanilla,0.0,0.11457677,0.273028,0.4649395,0.6256291,0.3695433425,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,12.0,vanilla,5.0,0.07613532,0.21724893,0.38826448,0.5388374,0.3051215325,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,12.0,vanilla,10.0,0.05842988,0.19090416,0.35816437,0.5037594,0.2778144525,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,12.0,vanilla,15.0,0.05008448,0.1758942,0.3380729,0.48160216,0.261413435,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,12.0,vanilla,20.0,0.04720194,0.17000146,0.330989,0.47417903,0.2555928575,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,12.0,vanilla,25.0,0.04626148,0.16891888,0.32997838,0.47070432,0.253965765,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,15.0,vanilla,0.0,0.15902066,0.38847378,0.6284533,0.8404162,0.5040909849999999,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,15.0,vanilla,5.0,0.12061178,0.339944,0.56961095,0.7772367,0.4518508575,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,15.0,vanilla,10.0,0.1032833,0.32146826,0.54830337,0.7517298,0.43119618249999997,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,15.0,vanilla,15.0,0.09616978,0.3118648,0.5372686,0.7358183,0.42028037,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,15.0,vanilla,20.0,0.09387343,0.30900615,0.53273827,0.7318813,0.41687478749999995,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,15.0,vanilla,25.0,0.09311289,0.30823028,0.53143805,0.7292176,0.415499705,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,18.0,vanilla,0.0,0.18974319,0.44128212,0.68485296,0.8317684,0.5369116675,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,18.0,vanilla,5.0,0.14498709,0.39291146,0.6224404,0.7627442,0.4807707875,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,18.0,vanilla,10.0,0.12972593,0.37211713,0.5921345,0.7314531,0.45635766499999997,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,18.0,vanilla,15.0,0.12499337,0.36822155,0.58742476,0.7272203,0.45196499500000004,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,18.0,vanilla,20.0,0.12352595,0.36439225,0.58383673,0.72338533,0.44878506500000004,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,18.0,vanilla,25.0,0.12350279,0.36347306,0.5823067,0.72252357,0.44795153,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,21.0,vanilla,0.0,0.2889059,0.59716964,0.8179408,0.9392915,0.66082696,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,21.0,vanilla,5.0,0.25249514,0.54398656,0.7417608,0.8702809,0.60213085,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,21.0,vanilla,10.0,0.23728918,0.528608,0.71710485,0.83966535,0.580666845,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,21.0,vanilla,15.0,0.23485695,0.5244888,0.71265495,0.8324686,0.576117325,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,21.0,vanilla,20.0,0.23358972,0.5224077,0.71097445,0.8299199,0.5742229425,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,21.0,vanilla,25.0,0.23291865,0.5227825,0.7113046,0.8289169,0.5739806625,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,24.0,vanilla,0.0,0.3561558,0.6674132,0.8712559,1.0039399,0.7246912,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,24.0,vanilla,5.0,0.31774905,0.6199755,0.8242533,0.94668365,0.677165375,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,24.0,vanilla,10.0,0.306349,0.60570097,0.79842424,0.923047,0.6583803025,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,24.0,vanilla,15.0,0.30607086,0.60742706,0.7932993,0.9181481,0.65623633,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,24.0,vanilla,20.0,0.30561745,0.6057618,0.79208726,0.9190205,0.6556217525,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,24.0,vanilla,25.0,0.3052887,0.6068919,0.79200137,0.9183348,0.6556291925000001,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,27.0,vanilla,0.0,0.41755313,0.7584056,1.0194012,1.1388535,0.8335533574999999,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,27.0,vanilla,5.0,0.37615025,0.70382166,0.92459834,1.0417714,0.7615854125,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,27.0,vanilla,10.0,0.3674694,0.6858392,0.90031755,1.0168781,0.7426260625,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,27.0,vanilla,15.0,0.36746544,0.68375444,0.8952334,1.0113001,0.7394383449999999,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,27.0,vanilla,20.0,0.36876446,0.6826738,0.8939042,1.0088943,0.73855919,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,27.0,vanilla,25.0,0.36886635,0.68109924,0.8907738,1.0071306,0.7369674975,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,30.0,vanilla,0.0,0.42893392,0.8056974,0.9973588,1.0978249,0.832453755,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,30.0,vanilla,5.0,0.3879488,0.77193785,0.9609058,1.051741,0.7931333625,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,30.0,vanilla,10.0,0.3862516,0.7682358,0.95011824,1.0396097,0.786053835,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,30.0,vanilla,15.0,0.38509244,0.7688116,0.9487345,1.0308627,0.78337531,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,30.0,vanilla,20.0,0.38460892,0.7670316,0.944152,1.0278915,0.780921005,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,30.0,vanilla,25.0,0.3854474,0.76756835,0.9457855,1.0293447,0.7820364875,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,33.0,vanilla,0.0,0.49877444,0.8692521,1.0466064,1.1363859,0.88775471,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,33.0,vanilla,5.0,0.45862758,0.81974244,0.9774962,1.0672525,0.83077968,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,33.0,vanilla,10.0,0.45190564,0.81224096,0.9645552,1.0612915,0.822498325,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,33.0,vanilla,15.0,0.45196533,0.8044121,0.95571214,1.0568815,0.8172427675,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,33.0,vanilla,20.0,0.45020762,0.8057306,0.9565853,1.0564666,0.8172475299999999,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,33.0,vanilla,25.0,0.44995114,0.80579585,0.95577806,1.0536613,0.8162965875,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,36.0,vanilla,0.0,0.59282583,0.9447374,1.1342404,1.219976,0.9729449075,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,36.0,vanilla,5.0,0.55553156,0.9040094,1.0859637,1.1624532,0.926989465,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,36.0,vanilla,10.0,0.5440657,0.88799393,1.0719023,1.1431968,0.9117896825,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,36.0,vanilla,15.0,0.54578876,0.88301814,1.0625707,1.1338227,0.906300075,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,36.0,vanilla,20.0,0.5448189,0.8824484,1.0636697,1.1361241,0.9067652749999999,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,36.0,vanilla,25.0,0.5442479,0.88338107,1.0609462,1.135156,0.9059327925,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,39.0,vanilla,0.0,0.52459985,0.92147017,1.1594777,1.2586968,0.96606113,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,39.0,vanilla,5.0,0.500523,0.885525,1.0868864,1.1870781,0.915003125,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,39.0,vanilla,10.0,0.4921353,0.8717157,1.0730088,1.1676577,0.901129375,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,39.0,vanilla,15.0,0.49076924,0.8690464,1.0729523,1.1571708,0.897484685,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,39.0,vanilla,20.0,0.49117902,0.8669046,1.0697184,1.1520237,0.89495643,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,39.0,vanilla,25.0,0.49145567,0.8678656,1.0705775,1.1508901,0.8951972175,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,42.0,vanilla,0.0,0.7416407,1.0564138,1.277318,1.3443645,1.10493425,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,42.0,vanilla,5.0,0.6903517,1.0057093,1.2045344,1.2652235,1.041454725,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,42.0,vanilla,10.0,0.66576314,0.9901459,1.1817448,1.238077,1.01893271,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,42.0,vanilla,15.0,0.65668046,0.9875901,1.1792496,1.2317593,1.0138198649999999,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,42.0,vanilla,20.0,0.65434617,0.98818415,1.177669,1.2280658,1.01206628,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,42.0,vanilla,25.0,0.65328526,0.9877011,1.17682,1.225787,1.01089834,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,1e-07,45.0,vanilla,0.0,0.7201904,1.0208821,1.2221221,1.3060136,1.06730205,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,45.0,vanilla,5.0,0.6650216,0.9748012,1.1569641,1.2411199,1.0094767,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,1e-07,45.0,vanilla,10.0,0.6550536,0.96280265,1.1377007,1.2133627,0.9922299125,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,1e-07,45.0,vanilla,15.0,0.6552617,0.95771265,1.1309601,1.2105441,0.9886196375,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,1e-07,45.0,vanilla,20.0,0.653499,0.9574588,1.1329213,1.2072107,0.98777245,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,1e-07,45.0,vanilla,25.0,0.65336746,0.9565553,1.1320897,1.2057253,0.9869344400000001,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,2e-07,1.0,vanilla,0.0,0.03591519,0.03796909,0.0416196,0.0481146,0.04090462,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,1.0,vanilla,5.0,0.02519137,0.02591068,0.02755698,0.03271788,0.0278442275,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,1.0,vanilla,10.0,0.02242379,0.02262032,0.02364991,0.02807701,0.0241927575,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,2e-07,1.0,vanilla,15.0,0.02163853,0.02152446,0.02226511,0.0262687,0.0229242,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,2e-07,1.0,vanilla,20.0,0.02148407,0.02116724,0.02174001,0.02565996,0.02251282,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,2e-07,1.0,vanilla,25.0,0.02146408,0.02109094,0.0215941,0.02549224,0.02241034,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,2e-07,3.0,vanilla,0.0,0.05176856,0.06690006,0.08955924,0.12137809,0.0824014875,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,3.0,vanilla,5.0,0.03558774,0.04522795,0.06039009,0.08585443,0.056765052499999996,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,3.0,vanilla,10.0,0.03013449,0.03615763,0.04757652,0.06946415,0.0458331975,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,2e-07,3.0,vanilla,15.0,0.02807989,0.03227979,0.04158194,0.06131362,0.04081381,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,2e-07,3.0,vanilla,20.0,0.02733728,0.03058409,0.03904996,0.05804299,0.03875358,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,2e-07,3.0,vanilla,25.0,0.02714789,0.0299769,0.03812803,0.05668839,0.0379853025,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,2e-07,6.0,vanilla,0.0,0.07285765,0.11770968,0.18462847,0.2696499,0.161211425,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,6.0,vanilla,5.0,0.04932894,0.0801015,0.13171844,0.20697367,0.1170306375,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,6.0,vanilla,10.0,0.03971805,0.06200869,0.10483953,0.17330118,0.0949668625,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,2e-07,6.0,vanilla,15.0,0.03564376,0.05342414,0.09185816,0.15744174,0.08459195,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,2e-07,6.0,vanilla,20.0,0.03379264,0.04906316,0.08566969,0.15031897,0.079711115,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,2e-07,6.0,vanilla,25.0,0.03322585,0.04770192,0.08356111,0.1476158,0.07802616999999999,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,2e-07,9.0,vanilla,0.0,0.08969901,0.16779745,0.28315973,0.41671127,0.239341865,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,9.0,vanilla,5.0,0.06183348,0.12208938,0.2218169,0.34482557,0.1876413325,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,9.0,vanilla,10.0,0.04928863,0.09800398,0.18790305,0.30753848,0.160683535,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,2e-07,9.0,vanilla,15.0,0.0437125,0.0854681,0.16920865,0.28596646,0.1460889275,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,2e-07,9.0,vanilla,20.0,0.04135537,0.07995493,0.16114406,0.27689147,0.13983645749999998,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,2e-07,9.0,vanilla,25.0,0.04071455,0.07801821,0.1585306,0.2736459,0.137727315,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,2e-07,10.0,vanilla,0.0,0.10335965,0.1975274,0.3259431,0.4607646,0.2718986875,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,10.0,vanilla,5.0,0.07134428,0.14792812,0.26698282,0.40080604,0.221765315,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,10.0,vanilla,10.0,0.05648206,0.12121943,0.22985,0.3558107,0.19084054749999999,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
MODEL,TDD,generalization,B,2e-07,10.0,vanilla,15.0,0.05044749,0.10929212,0.21551998,0.34094787,0.179051865,MODEL\TDD\generalization\slice_10\20260225_151129\result.csv
MODEL,TDD,generalization,B,2e-07,10.0,vanilla,20.0,0.04767422,0.10336497,0.20718016,0.33239675,0.17265402500000002,MODEL\TDD\generalization\slice_13\20260225_151745\result.csv
MODEL,TDD,generalization,B,2e-07,10.0,vanilla,25.0,0.04689877,0.10140125,0.20528486,0.329942,0.17088172000000001,MODEL\TDD\generalization\slice_16\20260225_151805\result.csv
MODEL,TDD,generalization,B,2e-07,12.0,vanilla,0.0,0.12943472,0.26937252,0.46174186,0.6164133,0.36924060000000003,MODEL\TDD\generalization\slice_0\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,12.0,vanilla,5.0,0.09219225,0.2149075,0.38624704,0.5439071,0.30931347249999996,MODEL\TDD\generalization\slice_4\20260225_150817\result.csv
MODEL,TDD,generalization,B,2e-07,12.0,vanilla,10.0,0.07431535,0.18522407,0.352346,0.50839895,0.2800710925,MODEL\TDD\generalization\slice_7\20260225_150818\result.csv
